engine_id,flight_cycle,max_cycle,sensor_T24,sensor_T30,sensor_T50,sensor_P30,sensor_Nf,sensor_Nc,vibration_rms,RUL_cycles
18,223,265,648.14,1600.04,1412.19,548.54,2387.39,9059.35,0.0717,42
18,224,265,647.02,1601.71,1411.54,548.71,2387.43,9058.57,0.0762,41
18,225,265,647.77,1601.21,1414.67,548.33,2387.33,9059.14,0.0801,40
18,226,265,648.1,1601.49,1411.53,548.81,2387.39,9057.42,0.0828,39
18,227,265,648.11,1603.36,1413.06,548.35,2387.48,9057.38,0.0814,38
18,228,265,647.73,1602.54,1413.66,548.41,2387.46,9059.49,0.084,37
18,229,265,648.46,1604.66,1415.43,548.24,2387.37,9056.9,0.0888,36
18,230,265,648.0,1603.13,1413.77,548.48,2387.4,9059.34,0.0852,35
18,231,265,648.01,1604.69,1413.92,547.81,2387.39,9058.6,0.0824,34
18,232,265,648.59,1604.46,1412.45,548.04,2387.46,9058.37,0.0826,33
18,233,265,647.5,1604.0,1413.74,548.0,2387.32,9058.8,0.0795,32
18,234,265,648.39,1605.56,1413.87,548.43,2387.46,9058.76,0.0877,31
18,235,265,647.43,1603.76,1414.79,548.17,2387.37,9060.09,0.0898,30
18,236,265,648.57,1605.39,1414.42,547.48,2387.4,9058.8,0.0885,29
18,237,265,647.19,1605.69,1415.08,548.39,2387.37,9060.2,0.0882,28
18,238,265,648.32,1602.97,1413.9,548.24,2387.43,9059.02,0.0903,27
18,239,265,648.78,1602.99,1413.28,547.75,2387.41,9059.21,0.0911,26
18,240,265,648.96,1602.33,1416.28,548.13,2387.29,9059.93,0.0938,25
18,241,265,649.06,1603.98,1414.5,547.65,2387.34,9060.53,0.0913,24
18,242,265,648.62,1604.33,1414.38,547.76,2387.29,9058.77,0.0877,23
18,243,265,648.4,1603.0,1415.98,547.59,2387.36,9059.96,0.0915,22
18,244,265,649.21,1605.72,1415.34,548.42,2387.28,9059.26,0.0901,21
18,245,265,648.62,1604.85,1414.29,547.56,2387.33,9059.18,0.0946,20
18,246,265,648.9,1604.25,1415.68,547.48,2387.32,9059.49,0.0896,19
18,247,265,649.6,1605.47,1415.63,547.48,2387.35,9060.24,0.0928,18
18,248,265,649.63,1608.42,1414.44,547.22,2387.32,9058.85,0.0975,17
18,249,265,649.73,1605.96,1416.12,547.78,2387.32,9059.58,0.0976,16
18,250,265,649.85,1606.36,1418.19,547.25,2387.21,9060.74,0.0958,15
18,251,265,650.43,1606.73,1415.76,546.86,2387.38,9059.05,0.0974,14
18,252,265,648.81,1606.14,1415.79,546.97,2387.27,9060.84,0.0952,13
18,253,265,649.63,1605.84,1416.04,547.42,2387.25,9061.93,0.1002,12
18,254,265,650.07,1606.87,1415.54,547.11,2387.36,9060.35,0.0988,11
18,255,265,649.45,1606.57,1416.81,547.14,2387.27,9061.45,0.0999,10
18,256,265,649.75,1608.11,1415.81,546.9,2387.24,9061.38,0.092,9
18,257,265,649.79,1607.98,1419.05,546.94,2387.2,9061.69,0.0977,8
18,258,265,649.47,1607.85,1418.16,546.63,2387.24,9061.8,0.1035,7
18,259,265,650.65,1606.98,1417.0,546.17,2387.22,9060.68,0.1015,6
18,260,265,650.51,1608.84,1416.22,546.65,2387.26,9061.6,0.0996,5
18,261,265,650.37,1609.13,1417.24,546.42,2387.25,9061.0,0.1063,4
18,262,265,649.23,1608.02,1416.75,546.87,2387.29,9061.25,0.1002,3
18,263,265,650.62,1606.46,1417.92,546.6,2387.2,9061.21,0.0973,2
18,264,265,650.82,1609.56,1417.8,546.62,2387.2,9062.59,0.1037,1
18,265,265,650.49,1609.18,1417.65,546.47,2387.19,9061.52,0.1021,0
19,1,278,641.97,1583.71,1399.35,552.67,2388.01,9050.3,0.0271,277
19,2,278,641.7,1585.61,1400.1,552.98,2387.94,9050.11,0.0256,276
19,3,278,642.04,1585.48,1400.63,552.67,2387.99,9050.36,0.0242,275
19,4,278,642.38,1585.11,1398.24,553.25,2387.99,9048.76,0.0243,274
19,5,278,641.49,1585.91,1399.97,552.72,2388.04,9050.32,0.0243,273
19,6,278,641.5,1583.99,1399.23,553.22,2387.92,9049.97,0.0243,272
19,7,278,642.42,1585.29,1400.49,552.84,2387.94,9049.78,0.0274,271
19,8,278,642.31,1584.49,1399.23,552.68,2387.99,9050.1,0.0295,270
19,9,278,642.05,1585.75,1399.31,553.01,2388.01,9049.91,0.025,269
19,10,278,642.06,1585.59,1401.06,552.32,2388.06,9048.81,0.026,268
19,11,278,642.95,1584.97,1400.18,552.9,2388.03,9050.26,0.023,267
19,12,278,641.96,1583.68,1399.91,552.87,2388.01,9049.51,0.0244,266
19,13,278,642.01,1585.12,1400.27,552.94,2387.96,9050.07,0.0246,265
19,14,278,642.42,1586.41,1398.79,553.18,2388.04,9049.07,0.0269,264
19,15,278,642.37,1583.9,1399.82,553.05,2388.03,9049.33,0.0286,263
19,16,278,641.2,1586.63,1400.53,552.8,2388.04,9049.29,0.0255,262
19,17,278,642.11,1585.33,1399.28,552.84,2388.0,9049.52,0.026,261
19,18,278,641.77,1586.26,1401.45,552.89,2388.04,9049.88,0.0224,260
19,19,278,641.85,1585.17,1398.44,553.17,2388.0,9050.73,0.027,259
19,20,278,642.07,1584.65,1401.43,553.63,2387.98,9050.77,0.0231,258
19,21,278,641.79,1584.62,1400.68,552.66,2388.07,9050.7,0.0273,257
19,22,278,641.91,1586.09,1397.44,553.11,2388.0,9048.72,0.0265,256
19,23,278,642.27,1582.88,1399.01,553.59,2387.99,9050.73,0.0287,255
19,24,278,642.2,1586.33,1398.18,552.9,2387.84,9048.83,0.0237,254
19,25,278,641.78,1585.17,1400.07,553.01,2388.0,9050.29,0.0225,253
19,26,278,641.76,1585.09,1400.08,552.64,2388.05,9050.57,0.0229,252
19,27,278,641.97,1587.55,1400.25,553.08,2387.96,9049.85,0.03,251
19,28,278,642.1,1585.07,1400.12,553.72,2388.0,9049.5,0.0235,250
19,29,278,642.37,1583.45,1400.53,552.74,2387.9,9049.4,0.0256,249
19,30,278,642.62,1586.28,1399.87,553.24,2387.98,9049.06,0.0257,248
19,31,278,641.47,1586.14,1400.87,552.68,2388.0,9050.19,0.0283,247
19,32,278,641.58,1585.93,1398.97,553.18,2388.05,9049.63,0.0293,246
19,33,278,641.45,1586.54,1401.46,553.04,2387.98,9050.33,0.0239,245
19,34,278,643.13,1584.53,1401.36,552.71,2388.07,9051.53,0.0269,244
19,35,278,642.2,1584.1,1399.22,553.02,2388.06,9049.74,0.0325,243
19,36,278,641.85,1585.54,1400.41,552.9,2387.89,9049.7,0.0265,242
19,37,278,642.06,1586.05,1400.89,552.85,2387.94,9051.23,0.0219,241
19,38,278,641.87,1584.28,1400.9,553.31,2387.98,9050.31,0.0273,240
19,39,278,642.83,1583.19,1400.91,553.03,2387.97,9050.39,0.0283,239
19,40,278,642.35,1587.93,1400.37,552.92,2387.98,9050.56,0.026,238
19,41,278,642.13,1585.38,1400.15,552.72,2388.01,9049.98,0.028,237
19,42,278,642.18,1584.91,1401.69,552.87,2388.02,9049.7,0.0202,236
19,43,278,641.91,1582.83,1400.08,553.33,2387.94,9048.72,0.0308,235
19,44,278,641.96,1585.4,1401.02,553.04,2388.02,9050.84,0.0211,234
19,45,278,641.59,1586.84,1399.62,552.68,2387.92,9049.93,0.0254,233
19,46,278,641.79,1584.19,1400.63,552.63,2387.95,9048.7,0.0323,232
19,47,278,642.55,1584.89,1399.55,552.87,2387.98,9049.35,0.019,231
19,48,278,641.97,1583.63,1400.53,552.92,2387.93,9049.88,0.032,230
19,49,278,642.5,1584.98,1402.46,552.5,2387.94,9050.19,0.0222,229
19,50,278,642.91,1585.77,1399.7,552.99,2387.99,9050.06,0.0232,228
19,51,278,641.63,1588.2,1399.21,553.35,2387.94,9050.84,0.0283,227
19,52,278,642.48,1586.48,1399.0,552.63,2387.91,9050.43,0.023,226
19,53,278,641.43,1585.34,1398.48,552.91,2387.92,9049.72,0.0202,225
19,54,278,642.89,1583.9,1400.16,552.29,2387.94,9051.55,0.0281,224
19,55,278,641.95,1585.64,1400.01,552.79,2388.01,9050.11,0.0279,223
19,56,278,642.34,1585.32,1399.87,552.65,2388.01,9050.9,0.0239,222
19,57,278,642.16,1584.83,1401.27,552.66,2388.09,9050.52,0.031,221
19,58,278,641.86,1585.78,1401.13,552.48,2387.98,9051.12,0.0266,220
19,59,278,641.94,1587.96,1399.54,552.83,2387.94,9049.74,0.0299,219
19,60,278,642.21,1586.31,1398.59,552.93,2387.94,9049.1,0.0334,218
19,61,278,642.54,1586.13,1401.76,552.84,2387.93,9050.3,0.0258,217
19,62,278,642.11,1584.38,1399.79,553.03,2387.99,9050.09,0.0249,216
19,63,278,642.16,1583.9,1400.8,553.04,2388.09,9049.69,0.0308,215
19,64,278,642.05,1584.59,1399.7,552.79,2387.92,9050.05,0.0268,214
19,65,278,642.05,1585.01,1398.55,552.76,2387.97,9049.93,0.0294,213
19,66,278,642.92,1586.04,1401.96,553.4,2388.09,9049.68,0.0248,212
19,67,278,642.19,1586.2,1402.21,552.9,2387.9,9050.1,0.0284,211
19,68,278,641.79,1586.1,1399.74,552.21,2387.92,9050.83,0.0298,210
19,69,278,642.43,1587.31,1401.64,552.76,2387.97,9050.65,0.0283,209
19,70,278,641.54,1587.52,1401.22,552.32,2388.03,9050.16,0.0285,208
19,71,278,642.83,1586.46,1402.1,552.57,2388.04,9050.05,0.0329,207
19,72,278,641.53,1584.91,1401.19,552.55,2387.96,9050.64,0.0255,206
19,73,278,642.0,1586.55,1400.35,553.06,2387.95,9051.14,0.0306,205
19,74,278,642.22,1583.93,1402.05,552.35,2387.94,9050.55,0.0292,204
19,75,278,642.86,1586.35,1400.89,552.94,2387.99,9050.16,0.026,203
19,76,278,642.16,1586.32,1399.92,552.65,2387.95,9048.91,0.0254,202
19,77,278,641.35,1586.01,1402.03,552.05,2387.89,9050.6,0.0266,201
19,78,278,642.09,1587.12,1400.65,552.16,2387.85,9052.28,0.0333,200
19,79,278,642.35,1586.61,1400.69,552.75,2387.91,9050.37,0.0314,199
19,80,278,643.13,1587.44,1402.27,552.49,2387.92,9049.42,0.0304,198
19,81,278,642.72,1586.23,1400.5,552.94,2387.98,9051.72,0.0274,197
19,82,278,642.3,1588.08,1401.18,552.39,2387.92,9050.81,0.0335,196
19,83,278,642.53,1587.63,1401.68,552.28,2387.9,9050.52,0.0266,195
19,84,278,642.41,1588.54,1401.27,552.3,2388.04,9050.21,0.0279,194
19,85,278,643.12,1587.56,1401.21,552.77,2387.96,9050.05,0.0237,193
19,86,278,642.42,1588.12,1400.98,552.65,2387.95,9049.72,0.0298,192
19,87,278,642.8,1585.92,1401.07,552.61,2387.94,9051.66,0.0324,191
19,88,278,642.29,1586.34,1401.45,552.88,2387.91,9049.74,0.0327,190
19,89,278,642.39,1585.42,1401.49,552.76,2387.91,9051.33,0.0336,189
19,90,278,643.03,1586.13,1400.5,552.16,2387.97,9051.47,0.0288,188
19,91,278,643.58,1585.77,1402.44,552.9,2387.94,9050.49,0.0296,187
19,92,278,642.64,1588.4,1400.5,551.88,2387.95,9051.46,0.0379,186
19,93,278,642.21,1587.0,1402.66,552.45,2387.92,9051.63,0.0304,185
19,94,278,643.12,1585.7,1400.29,552.32,2387.8,9051.16,0.0272,184
19,95,278,642.91,1587.48,1401.63,552.52,2387.93,9050.93,0.038,183
19,96,278,642.98,1588.24,1402.7,552.57,2388.03,9051.27,0.0327,182
19,97,278,642.58,1587.06,1401.12,552.56,2387.88,9051.24,0.0346,181
19,98,278,642.92,1586.35,1402.44,552.32,2387.78,9050.52,0.0373,180
19,99,278,643.47,1588.11,1402.56,552.1,2387.9,9052.1,0.0345,179
19,100,278,642.92,1587.31,1402.96,552.65,2387.95,9051.31,0.0324,178
19,101,278,643.19,1586.26,1401.14,551.86,2387.98,9050.79,0.0348,177
19,102,278,642.89,1591.12,1402.38,551.73,2387.97,9051.05,0.0332,176
19,103,278,642.69,1587.94,1402.19,552.07,2387.88,9051.42,0.027,175
19,104,278,642.4,1589.76,1402.36,552.1,2387.82,9051.34,0.0372,174
19,105,278,644.05,1590.09,1401.32,552.09,2387.83,9050.82,0.0338,173
19,106,278,642.87,1590.34,1400.97,552.21,2387.8,9051.67,0.0306,172
19,107,278,643.48,1587.59,1400.94,551.57,2387.85,9051.64,0.0361,171
19,108,278,642.86,1589.11,1401.23,551.31,2387.91,9052.4,0.0389,170
19,109,278,642.56,1587.41,1402.95,551.98,2387.9,9051.03,0.0319,169
19,110,278,642.75,1589.27,1402.35,552.54,2387.92,9052.69,0.0379,168
19,111,278,643.43,1588.04,1405.1,552.17,2387.8,9051.78,0.0327,167
19,112,278,643.56,1589.12,1402.26,551.85,2387.9,9051.18,0.0382,166
19,113,278,643.4,1591.84,1402.08,552.01,2387.88,9051.58,0.0391,165
19,114,278,643.09,1590.74,1403.06,551.94,2387.85,9052.42,0.0363,164
19,115,278,643.22,1587.72,1402.53,551.88,2387.95,9052.22,0.036,163
19,116,278,643.17,1588.62,1402.63,551.76,2387.79,9051.2,0.0363,162
19,117,278,642.97,1589.56,1402.48,552.59,2387.85,9051.89,0.0361,161
19,118,278,643.47,1589.92,1403.28,551.4,2387.9,9051.11,0.0362,160
19,119,278,643.59,1587.37,1403.82,551.89,2387.98,9051.9,0.0425,159
19,120,278,643.82,1588.05,1401.66,552.01,2387.84,9053.0,0.0369,158
19,121,278,643.24,1587.17,1403.26,551.61,2387.89,9052.33,0.0356,157
19,122,278,643.77,1588.59,1401.62,552.4,2387.82,9052.32,0.0393,156
19,123,278,643.57,1589.44,1402.12,552.43,2387.91,9052.33,0.0343,155
19,124,278,643.05,1589.85,1401.24,552.0,2387.8,9051.42,0.0343,154
19,125,278,643.56,1590.48,1403.41,552.02,2387.87,9052.55,0.0402,153
19,126,278,642.4,1590.3,1403.88,551.75,2387.76,9052.27,0.04,152
19,127,278,643.34,1589.51,1404.18,552.56,2387.86,9052.37,0.0368,151
19,128,278,643.34,1589.19,1404.33,552.07,2387.95,9051.14,0.0356,150
19,129,278,644.01,1591.17,1403.35,550.46,2387.82,9052.45,0.0371,149
19,130,278,643.67,1591.79,1404.66,552.02,2387.85,9051.91,0.0423,148
19,131,278,643.63,1589.66,1402.04,551.54,2387.88,9051.52,0.0411,147
19,132,278,643.82,1590.23,1404.0,551.93,2387.81,9051.3,0.0379,146
19,133,278,643.97,1588.3,1402.62,551.4,2387.75,9051.57,0.0438,145
19,134,278,643.42,1587.72,1403.15,551.85,2387.75,9053.08,0.0367,144
19,135,278,643.58,1589.41,1403.17,551.65,2387.88,9052.42,0.0395,143
19,136,278,643.95,1590.23,1403.13,551.66,2387.8,9051.88,0.044,142
19,137,278,643.97,1590.98,1404.37,551.36,2387.88,9052.32,0.0447,141
19,138,278,643.77,1590.52,1404.16,551.85,2387.75,9051.47,0.0442,140
19,139,278,643.99,1589.29,1404.25,551.16,2387.99,9053.53,0.0443,139
19,140,278,643.91,1589.56,1402.8,551.53,2387.78,9052.09,0.0384,138
19,141,278,644.01,1589.94,1404.52,551.68,2387.83,9054.56,0.0454,137
19,142,278,643.43,1591.03,1404.06,551.11,2387.75,9053.05,0.0453,136
19,143,278,643.55,1591.72,1404.43,551.85,2387.87,9052.67,0.0484,135
19,144,278,643.55,1593.51,1403.44,551.46,2387.78,9052.56,0.0526,134
19,145,278,643.85,1591.75,1404.09,551.73,2387.78,9053.05,0.046,133
19,146,278,643.77,1594.13,1404.98,551.36,2387.77,9052.97,0.0408,132
19,147,278,644.81,1591.43,1404.35,551.71,2387.77,9052.14,0.0443,131
19,148,278,644.17,1591.63,1403.17,551.24,2387.65,9052.17,0.0471,130
19,149,278,644.54,1589.72,1404.27,551.36,2387.85,9054.11,0.0457,129
19,150,278,644.08,1589.44,1404.73,551.95,2387.86,9053.21,0.0465,128
19,151,278,643.94,1590.84,1404.83,551.35,2387.84,9053.81,0.0475,127
19,152,278,643.85,1590.21,1403.97,551.35,2387.69,9053.17,0.0504,126
19,153,278,644.55,1591.03,1404.21,551.49,2387.8,9053.05,0.0447,125
19,154,278,644.35,1591.18,1405.61,551.6,2387.71,9052.41,0.0509,124
19,155,278,644.42,1590.28,1405.86,551.3,2387.89,9053.15,0.0505,123
19,156,278,643.8,1593.41,1405.9,551.66,2387.83,9053.3,0.0439,122
19,157,278,644.18,1589.71,1404.29,551.28,2387.77,9053.26,0.0454,121
19,158,278,643.74,1592.14,1405.53,550.83,2387.74,9054.54,0.0516,120
19,159,278,643.89,1591.92,1406.58,551.03,2387.75,9054.28,0.0514,119
19,160,278,644.9,1591.8,1405.94,551.52,2387.76,9053.28,0.0524,118
19,161,278,645.37,1594.75,1405.08,550.96,2387.71,9053.69,0.0458,117
19,162,278,644.38,1593.16,1405.84,550.48,2387.83,9052.9,0.0465,116
19,163,278,644.13,1591.62,1404.75,550.73,2387.63,9053.8,0.0504,115
19,164,278,645.56,1593.1,1405.19,550.6,2387.74,9054.07,0.0485,114
19,165,278,644.72,1594.89,1405.37,550.37,2387.79,9054.03,0.0453,113
19,166,278,644.9,1591.52,1406.19,551.48,2387.73,9054.62,0.047,112
19,167,278,644.16,1595.24,1406.14,551.07,2387.8,9053.54,0.0535,111
19,168,278,645.08,1591.37,1407.31,551.25,2387.67,9054.1,0.0507,110
19,169,278,645.41,1591.34,1409.26,550.77,2387.77,9054.99,0.0512,109
19,170,278,644.83,1592.53,1405.3,550.88,2387.72,9053.71,0.0508,108
19,171,278,645.15,1592.28,1405.96,551.04,2387.74,9053.39,0.0524,107
19,172,278,645.13,1594.53,1405.58,550.57,2387.69,9053.72,0.054,106
19,173,278,645.23,1594.71,1406.26,550.29,2387.75,9054.34,0.0534,105
19,174,278,644.52,1593.33,1405.35,550.83,2387.69,9053.92,0.0489,104
19,175,278,645.48,1593.36,1406.58,550.43,2387.63,9053.96,0.0528,103
19,176,278,645.23,1593.35,1405.94,550.17,2387.71,9053.83,0.0582,102
19,177,278,645.21,1594.56,1406.44,550.65,2387.66,9053.62,0.0547,101
19,178,278,645.42,1591.66,1406.3,551.12,2387.72,9055.58,0.0531,100
19,179,278,645.04,1595.27,1407.39,550.5,2387.63,9055.37,0.0629,99
19,180,278,644.64,1595.91,1406.5,550.4,2387.71,9053.77,0.0556,98
19,181,278,644.66,1594.91,1409.01,550.28,2387.68,9054.58,0.0591,97
19,182,278,645.51,1595.56,1406.63,550.57,2387.52,9055.19,0.0528,96
19,183,278,645.26,1595.46,1405.79,550.74,2387.67,9055.8,0.0542,95
19,184,278,644.7,1594.65,1407.79,550.58,2387.62,9053.7,0.0563,94
19,185,278,645.68,1595.36,1408.76,550.23,2387.58,9055.74,0.0582,93
19,186,278,645.62,1595.83,1408.57,550.31,2387.73,9055.34,0.0561,92
19,187,278,645.46,1595.77,1406.89,550.55,2387.67,9055.28,0.0628,91
19,188,278,645.74,1595.24,1407.54,550.21,2387.68,9056.03,0.057,90
19,189,278,645.36,1596.81,1407.19,550.28,2387.63,9053.96,0.0598,89
19,190,278,646.13,1595.31,1406.46,550.22,2387.62,9053.36,0.0594,88
19,191,278,645.93,1596.92,1409.46,550.35,2387.7,9054.36,0.0649,87
19,192,278,646.27,1595.19,1408.59,550.3,2387.72,9055.21,0.0582,86
19,193,278,645.61,1596.83,1406.34,549.19,2387.69,9055.57,0.0609,85
19,194,278,645.33,1593.82,1407.59,550.16,2387.61,9056.07,0.0584,84
19,195,278,645.69,1596.84,1407.91,549.92,2387.6,9054.92,0.0627,83
19,196,278,646.13,1596.4,1407.79,549.93,2387.71,9054.57,0.0677,82
19,197,278,646.02,1596.03,1409.3,549.33,2387.69,9056.93,0.0658,81
19,198,278,645.19,1597.29,1410.01,550.38,2387.55,9056.4,0.0683,80
19,199,278,646.09,1594.76,1409.37,550.2,2387.61,9054.92,0.0663,79
19,200,278,645.81,1597.11,1410.12,549.35,2387.66,9055.67,0.0632,78
19,201,278,646.37,1595.83,1407.76,549.28,2387.67,9055.62,0.0659,77
19,202,278,646.02,1595.49,1409.5,549.88,2387.59,9056.16,0.0617,76
19,203,278,646.68,1598.57,1409.7,549.63,2387.6,9057.11,0.0689,75
19,204,278,647.1,1596.21,1408.33,549.75,2387.62,9055.97,0.0643,74
19,205,278,646.86,1597.17,1408.12,549.34,2387.6,9058.24,0.063,73
19,206,278,646.27,1600.3,1408.87,549.78,2387.68,9055.54,0.0654,72
19,207,278,646.25,1595.72,1410.82,549.43,2387.54,9055.96,0.0696,71
19,208,278,646.54,1596.73,1409.88,549.81,2387.58,9056.17,0.0703,70
19,209,278,646.47,1599.74,1408.93,549.3,2387.53,9056.24,0.0677,69
19,210,278,646.06,1598.06,1410.22,549.05,2387.54,9056.87,0.0649,68
19,211,278,646.51,1599.39,1411.43,549.59,2387.56,9056.19,0.0713,67
19,212,278,647.14,1596.83,1410.73,549.24,2387.52,9056.5,0.072,66
19,213,278,646.85,1598.7,1410.34,549.52,2387.55,9057.12,0.0675,65
19,214,278,647.04,1599.52,1410.75,549.57,2387.57,9057.57,0.0632,64
19,215,278,647.17,1601.01,1409.67,549.09,2387.61,9056.17,0.0685,63
19,216,278,646.95,1597.82,1411.12,549.03,2387.56,9057.09,0.0759,62
19,217,278,647.39,1598.28,1409.3,549.48,2387.5,9056.72,0.0682,61
19,218,278,647.25,1598.28,1410.51,549.19,2387.54,9057.49,0.0711,60
19,219,278,646.73,1596.97,1410.74,549.11,2387.49,9057.14,0.0749,59
19,220,278,647.52,1597.5,1410.43,549.4,2387.6,9056.6,0.0769,58
19,221,278,646.59,1600.86,1410.61,549.55,2387.49,9057.03,0.0729,57
19,222,278,646.57,1597.52,1411.43,549.33,2387.54,9056.44,0.0752,56
19,223,278,646.84,1600.27,1412.1,549.11,2387.58,9057.28,0.0736,55
19,224,278,647.31,1598.31,1410.83,548.86,2387.49,9057.65,0.0703,54
19,225,278,646.88,1601.43,1409.5,549.1,2387.48,9057.65,0.0799,53
19,226,278,647.34,1600.97,1411.47,548.85,2387.48,9058.1,0.0735,52
19,227,278,646.99,1600.46,1411.7,548.29,2387.49,9056.82,0.0781,51
19,228,278,646.77,1602.83,1411.33,548.54,2387.47,9058.15,0.0794,50
19,229,278,647.44,1598.94,1410.66,548.84,2387.53,9058.62,0.0777,49
19,230,278,647.99,1603.11,1412.93,548.99,2387.43,9058.58,0.0791,48
19,231,278,647.92,1602.48,1412.3,548.64,2387.41,9057.78,0.0789,47
19,232,278,647.82,1601.41,1412.95,548.89,2387.46,9057.47,0.0799,46
19,233,278,648.66,1601.66,1411.94,548.75,2387.49,9058.55,0.0834,45
19,234,278,647.97,1603.02,1412.53,549.0,2387.51,9058.86,0.0821,44
19,235,278,648.79,1602.87,1411.67,548.58,2387.43,9059.74,0.084,43
19,236,278,648.74,1600.83,1413.55,548.06,2387.36,9058.09,0.0853,42
19,237,278,647.59,1601.87,1413.74,548.68,2387.55,9058.45,0.08,41
19,238,278,647.6,1601.61,1411.8,547.84,2387.53,9058.56,0.0896,40
19,239,278,647.76,1601.7,1412.21,548.15,2387.47,9059.0,0.085,39
19,240,278,648.69,1603.7,1412.12,548.14,2387.43,9061.29,0.0852,38
19,241,278,648.25,1603.34,1412.6,548.33,2387.46,9058.74,0.0812,37
19,242,278,648.23,1602.31,1412.05,548.04,2387.34,9057.98,0.0805,36
19,243,278,648.7,1604.64,1412.01,548.64,2387.35,9059.45,0.0853,35
19,244,278,648.63,1601.61,1411.88,547.88,2387.42,9060.38,0.082,34
19,245,278,648.4,1602.28,1413.62,547.5,2387.47,9059.1,0.0883,33
19,246,278,648.4,1603.57,1414.77,548.07,2387.4,9058.61,0.0845,32
19,247,278,648.15,1602.62,1415.0,548.53,2387.32,9059.53,0.0857,31
19,248,278,649.17,1603.83,1413.99,547.72,2387.3,9059.87,0.0883,30
19,249,278,648.82,1603.12,1413.99,548.14,2387.42,9058.59,0.0859,29
19,250,278,648.17,1604.24,1415.05,547.77,2387.33,9059.27,0.0953,28
19,251,278,649.27,1605.05,1414.66,547.8,2387.32,9058.84,0.0872,27
19,252,278,648.47,1603.61,1414.41,547.76,2387.32,9060.02,0.0889,26
19,253,278,648.99,1603.61,1415.25,547.56,2387.43,9059.6,0.0897,25
19,254,278,649.21,1605.65,1415.58,548.2,2387.38,9059.79,0.089,24
19,255,278,648.98,1606.63,1413.64,547.38,2387.33,9059.34,0.0899,23
19,256,278,649.81,1604.66,1415.38,547.08,2387.28,9060.66,0.0967,22
19,257,278,649.24,1604.82,1415.59,546.75,2387.34,9059.36,0.0947,21
19,258,278,648.34,1604.61,1415.24,547.26,2387.3,9060.82,0.0928,20
19,259,278,648.9,1606.67,1415.63,547.53,2387.27,9058.49,0.0907,19
19,260,278,648.93,1604.98,1414.78,547.42,2387.35,9061.11,0.0966,18
19,261,278,649.04,1605.96,1417.08,546.87,2387.37,9059.75,0.0955,17
19,262,278,649.63,1606.29,1417.8,547.2,2387.22,9060.78,0.0947,16
19,263,278,649.75,1607.3,1415.9,547.38,2387.3,9061.88,0.0947,15
19,264,278,649.31,1607.48,1415.23,547.32,2387.28,9060.64,0.1037,14
19,265,278,650.14,1607.83,1416.68,546.94,2387.29,9061.21,0.0976,13
19,266,278,649.75,1606.3,1416.58,546.94,2387.31,9059.48,0.1017,12
19,267,278,649.25,1605.68,1416.84,547.21,2387.37,9061.19,0.0981,11
19,268,278,649.92,1609.05,1418.79,546.95,2387.29,9061.02,0.0985,10
19,269,278,650.66,1606.21,1414.64,547.05,2387.32,9061.32,0.1009,9
19,270,278,650.27,1607.64,1417.38,547.07,2387.15,9061.33,0.0953,8
19,271,278,650.02,1607.1,1417.95,546.93,2387.27,9061.21,0.1038,7
19,272,278,649.46,1606.8,1418.31,546.67,2387.13,9062.45,0.1045,6
19,273,278,650.45,1608.17,1418.79,547.13,2387.31,9062.02,0.1022,5
19,274,278,650.07,1606.72,1417.89,546.88,2387.21,9062.05,0.1015,4
19,275,278,650.65,1607.38,1416.63,546.58,2387.26,9060.91,0.1063,3
19,276,278,649.71,1608.33,1416.44,545.82,2387.23,9061.69,0.0995,2
19,277,278,650.23,1609.34,1417.53,546.49,2387.19,9061.5,0.1026,1
19,278,278,650.25,1608.1,1417.08,546.39,2387.17,9061.25,0.1073,0
20,1,262,642.03,1584.97,1399.96,553.02,2388.0,9051.66,0.0196,261
20,2,262,641.68,1584.94,1401.0,553.29,2388.05,9049.98,0.0287,260
20,3,262,641.76,1586.1,1400.17,553.06,2387.93,9048.76,0.0241,259
20,4,262,641.96,1583.66,1400.84,552.75,2388.03,9049.8,0.0274,258
20,5,262,641.52,1583.08,1400.49,553.25,2388.02,9049.38,0.027,257
20,6,262,642.23,1583.64,1400.41,553.04,2388.01,9049.03,0.0275,256
20,7,262,641.79,1584.23,1400.42,552.93,2387.93,9051.07,0.0257,255
20,8,262,642.0,1584.97,1400.02,553.03,2388.06,9051.11,0.0242,254
20,9,262,642.28,1585.77,1400.63,553.38,2388.04,9050.3,0.0231,253
20,10,262,642.13,1583.76,1400.43,553.09,2387.93,9049.68,0.0228,252
20,11,262,642.29,1584.67,1398.74,553.13,2388.01,9050.1,0.0218,251
20,12,262,642.24,1584.89,1399.86,552.62,2387.94,9052.88,0.0216,250
20,13,262,641.17,1584.57,1399.85,552.72,2387.96,9049.93,0.0262,249
20,14,262,641.45,1584.56,1400.03,552.92,2387.96,9049.3,0.0303,248
20,15,262,641.08,1586.27,1399.01,553.06,2388.0,9049.29,0.0246,247
20,16,262,641.86,1585.08,1401.19,553.41,2387.96,9050.27,0.0282,246
20,17,262,641.85,1585.78,1402.19,552.64,2388.02,9049.32,0.0233,245
20,18,262,641.83,1585.6,1401.87,552.8,2388.05,9049.4,0.0239,244
20,19,262,642.55,1586.22,1399.69,552.8,2388.02,9049.58,0.0238,243
